# time  ID  size  hopcount  deliveryTime  fromHost  toHost  remainingTtl  isResponse  path
3181.8000 M19$53 10000 52 1.8000 s18 p100 59 N s18->s93->s65->s45->s86->s60->s7->c121->c254->s42->s30->s84->s20->s71->c145->s28->s59->s0->s9->s67->c223->s72->s51->c182->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c119->c188->c165->c132->c163->c114->p100
3181.8000 M44$53 10000 53 1.8000 s43 p100 59 N s43->s41->s61->c254->c121->s7->s60->s86->s45->s65->s93->s18->c189->c190->c202->s89->s28->s59->s0->s9->s67->c223->s72->s51->c182->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c119->c188->c165->c132->c163->c114->p100
3181.8000 M23$53 10000 48 1.8000 s22 p100 59 N s22->c218->s4->c220->s65->s93->s18->c189->c190->c202->s89->s28->s59->s0->s9->s67->c223->s72->s51->c182->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c119->c188->c165->c132->c163->c114->p100
3183.5000 M45$53 10000 31 3.5000 s44 p100 59 N s44->s88->s79->s49->s63->c164->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c119->c188->c154->c142->c238->c241->c116->c120->c115->c209->c173->c165->c132->c163->c114->p100
3183.5000 M32$53 10000 36 3.5000 s31 p100 59 N s31->s52->s95->c222->c110->s44->s88->s79->s49->s63->c164->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c119->c188->c154->c142->c238->c241->c116->c120->c115->c209->c173->c165->c132->c163->c114->p100
3185.5000 M49$53 10000 19 5.5000 s48 p101 59 N s48->s15->c207->c232->s68->c208->s13->s42->s30->c121->c254->s7->s60->s86->s45->c138->s73->s25->s40->p101
3185.5000 M24$53 10000 27 5.5000 s23 p101 59 N s23->s14->c126->c217->c172->c244->c215->c230->s72->c223->s67->s0->s9->s59->s28->s89->c202->c190->c189->s93->s18->s65->s45->c138->s73->s25->s40->p101
3185.5000 M4$53 10000 30 5.5000 s3 p101 59 N s3->s10->s34->s24->s54->s78->c113->c243->s50->c182->s51->s72->c223->s67->s0->s9->s59->s28->s89->c202->c190->c189->s93->s18->s65->s45->c138->s73->s25->s40->p101
3185.5000 M40$53 10000 26 5.5000 s39 p101 59 N s39->c233->s90->s81->c171->c169->c152->s15->s48->c207->c232->s68->c208->s13->s42->s30->c121->c254->s7->s60->s86->s45->c138->s73->s25->s40->p101
3185.5000 M11$53 10000 30 5.5000 s10 p101 59 N s10->s3->s34->s24->s54->s78->c113->c243->s50->c182->s51->s72->c223->s67->s0->s9->s59->s28->s89->c202->c190->c189->s93->s18->s65->s45->c138->s73->s25->s40->p101
3193.9000 M42$52 10000 52 73.9000 s41 p102 58 N s41->s43->s61->c166->s7->s60->s86->c121->c254->c174->s13->s42->s30->s84->s20->s71->s58->c203->c159->c202->s89->s28->s59->s0->s9->s67->s35->c152->c247->s72->c230->c244->s23->s14->c112->c234->c215->c113->c243->s54->s24->s34->s10->s3->s78->c183->c204->c168->s69->s44->c110->c222->p102
3193.9000 M34$51 10000 34 133.9000 s33 p102 57 N s33->c230->s80->s99->s39->c111->s90->s81->c232->s13->s42->s30->s84->c190->s89->s28->s59->s0->s9->s67->s35->c152->s98->c182->s51->s72->c131->c215->c204->c168->s69->s44->c110->c222->p102
3193.9000 M1$52 10000 17 73.9000 s0 p102 58 N s0->s9->s67->s35->c152->s98->c182->s51->s72->c131->c215->c204->c168->s69->s44->c110->c222->p102
3193.9000 M17$53 10000 20 13.9000 s16 p102 59 N s16->c221->c253->s92->s75->c164->s63->s79->s49->s76->s88->s44->s69->c168->c204->c151->s31->s52->s95->c222->p102
3193.9000 M29$52 10000 19 73.9000 s28 p102 58 N s28->s59->s0->s9->s67->s35->c152->s98->c182->s51->s72->c131->c215->c204->c168->s69->s44->c110->c222->p102
3193.9000 M24$52 10000 10 73.9000 s23 p102 58 N s23->s14->c112->c234->c204->c168->s69->s44->c110->c222->p102
3193.9000 M16$53 10000 57 13.9000 s15 p102 59 N s15->s48->c207->c232->s68->c208->s13->s42->s30->c121->c254->s7->s60->s86->s45->s65->s93->s18->c189->c190->c202->s89->s28->s59->s0->s9->s67->c223->s72->s51->c182->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->s63->s79->s49->s76->s88->s44->s69->c168->c204->c151->s31->s52->s95->c222->p102
3193.9000 M15$53 10000 38 13.9000 s14 p102 59 N s14->s23->c217->c126->c244->c172->c192->c215->c230->s72->s51->c182->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->s63->s79->s49->s76->s88->s44->s69->c168->c204->c151->s31->s52->s95->c222->p102
3193.9000 M7$53 10000 43 13.9000 s6 p102 59 N s6->s77->c150->c240->s83->s37->s66->s56->c211->c119->c188->c165->c142->c238->c241->c116->c120->c115->c209->c173->c236->c128->c108->c235->s74->c177->c246->c144->c164->s63->s79->s49->s76->s88->s44->s69->c168->c204->c151->s31->s52->s95->c222->p102
3193.9000 M40$52 10000 47 73.9000 s39 p102 58 N s39->c157->s90->s81->c232->s13->s42->s30->s84->s20->s71->s58->c203->c159->c202->s89->s28->s59->s0->s9->s67->s35->c152->c247->s72->c230->c244->s23->s14->c112->c234->c215->c113->c243->s54->s24->s34->s10->s3->s78->c183->c204->c168->s69->s44->c110->c222->p102
3193.9000 M18$53 10000 56 13.9000 s17 p102 59 N s17->c167->c137->c225->p101->s40->s25->s73->c203->s45->s86->s60->s7->c121->c254->s42->s30->s84->s20->s71->c145->s28->s59->s0->s9->s67->c223->s72->s51->c182->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->s63->s79->s49->s76->s88->s44->s69->c168->c204->c151->s31->s52->s95->c222->p102
3193.9000 M23$52 10000 55 73.9000 s22 p102 58 N s22->c218->s38->s4->c220->s65->s45->s86->s60->s7->c121->c254->s42->s30->s84->s20->s71->s58->c180->c145->s28->s59->s0->s9->s67->c223->s72->s51->c182->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->s63->s79->s49->s76->s88->s44->s69->c168->c204->c151->s31->s52->s95->c222->p102
3193.9000 M26$52 10000 56 73.9000 s25 p102 58 N s25->s73->c140->c117->s41->s43->s61->c166->s7->s60->s86->c121->c254->c174->s13->s42->s30->s84->s20->s71->s58->c203->c159->c202->s89->s28->s59->s0->s9->s67->s35->c152->c247->s72->c230->c244->s23->s14->c112->c234->c215->c113->c243->s54->s24->s34->s10->s3->s78->c183->c204->c168->s69->s44->c110->c222->p102
3193.9000 M38$53 10000 30 13.9000 s37 p102 59 N s37->s66->s83->s56->c211->c119->c188->c165->c142->c154->c240->c150->s77->s6->c187->c164->s63->s79->s49->s76->s88->s44->s69->c168->c204->c151->s31->s52->s95->c222->p102
3202.6000 M12$53 10000 9 22.6000 s11 p102 59 N s11->s46->s29->s2->c106->c155->s55->s47->c213->p102
3202.6000 M3$52 10000 6 82.6000 s2 p102 58 N s2->s29->s46->s11->c179->c213->p102
3202.6000 M47$53 10000 8 22.6000 s46 p102 59 N s46->s29->s2->c106->c155->s55->s47->c213->p102
3224.8000 M22$51 10000 26 164.8000 s21 p100 57 N s21->c162->c214->s62->c249->c108->c122->c250->c128->c120->c236->c241->s56->s83->s37->s66->c154->c211->c119->c116->c209->c132->c165->c142->c177->c188->p100
3227.1000 M8$51 10000 13 167.1000 s7 p104 57 N s7->s60->s86->s45->c121->s73->s25->s96->c225->c210->c251->c129->c109->p104
3227.1000 M13$52 10000 52 107.1000 s12 p104 58 N s12->c144->s77->s6->c154->c246->c147->s49->s79->s63->c253->s10->s3->s34->s24->s54->c243->c113->c234->c215->s14->s23->c217->c172->c131->c244->c230->s72->s51->c247->c182->s98->c166->s35->s70->c146->c189->s93->s18->s65->s45->s86->s60->s7->c121->c254->s42->s13->c208->c171->c169->c109->p104
3227.1000 M13$51 10000 55 167.1000 s12 p104 57 N s12->c144->s1->c154->c195->c194->c139->c228->c135->c150->c114->c160->c185->c209->c120->s56->c119->c241->s74->c193->c164->c118->s75->s92->c253->c223->c182->c152->s35->s67->s0->s9->s59->s28->s89->c202->c159->s71->s84->s20->s30->s42->s13->c184->s43->s41->s61->c174->s7->c166->c203->s58->c180->c169->c109->p104
3227.1000 M25$53 10000 36 47.1000 s24 p104 59 N s24->s34->s10->s3->s78->s54->c243->s50->c182->s51->s72->c223->s67->s0->s9->s59->s28->s89->c202->c190->c189->s93->s18->s65->s45->s86->s60->s7->c121->c254->s42->s13->c208->c171->c169->c109->p104
3227.1000 M37$50 10000 47 227.1000 s36 p104 56 N s36->c113->c234->s27->c244->c192->c152->c145->s23->s14->c168->c217->c182->c243->s50->c175->s51->s72->c131->c199->s28->s59->s0->s9->s91->c180->c121->c189->c162->c190->s93->s18->s65->c174->s4->s38->s19->c140->s17->c186->c198->c206->c227->c158->c219->c129->c109->p104
3227.1000 M37$52 10000 42 107.1000 s36 p104 58 N s36->c141->c113->c126->c217->s23->s14->c112->c234->c204->c172->s51->c182->s98->c152->s35->s67->s0->s9->s59->s28->s89->c202->c159->s71->s84->s20->s30->s42->s13->c184->s43->s41->s61->c174->s7->c166->c203->s58->c180->c169->c109->p104
3227.1000 M5$51 10000 19 167.1000 s4 p104 57 N s4->c174->s65->s93->s18->c189->c162->c190->s86->s45->c121->s73->s25->s96->c225->c210->c251->c129->c109->p104
3227.1000 M17$51 10000 45 167.1000 s16 p104 57 N s16->c183->c221->c118->s92->c253->s10->s3->s34->s24->s54->s78->c204->s50->c182->c172->s98->c229->c247->s67->s35->s70->c214->c146->c189->s93->s18->s65->s45->s86->s60->s7->c161->c166->s13->c184->s43->s41->c242->c129->c226->c251->c149->c239->c109->p104
3227.1000 M17$52 10000 41 107.1000 s16 p104 58 N s16->c221->c253->s3->s10->s34->s24->s54->c243->c204->c234->s14->s23->c244->c192->c230->s72->c247->s67->s0->s9->s59->s28->s89->c202->s71->s84->s20->s30->s42->s13->c184->s43->s41->s61->c174->c254->c121->c171->c169->c109->p104
3227.1000 M21$53 10000 9 47.1000 s20 p104 59 N s20->s84->s30->s42->s13->c208->c171->c169->c109->p104
3227.1000 M33$51 10000 53 167.1000 s32 p104 57 N s32->c222->c179->s11->c231->c151->c110->s44->s88->s79->s49->s63->c253->s92->c118->s10->s3->s34->s24->s54->c243->c204->c234->s14->s23->c244->c192->c230->s72->c247->s67->s0->s9->s59->s28->s89->c202->s71->s84->s20->s30->s42->s13->c184->s43->s41->s61->c174->c254->c121->c171->c169->c109->p104
3227.1000 M36$52 10000 27 107.1000 s35 p104 58 N s35->s67->s0->s9->s59->s28->s89->c202->c159->s71->s84->s20->s30->s42->s13->c184->s43->s41->s61->c174->s7->c166->c203->s58->c180->c169->c109->p104
3227.1000 M4$51 10000 39 167.1000 s3 p104 57 N s3->s10->s34->s24->s54->s78->c204->s50->c182->c172->s98->c229->c247->s67->s35->s70->c214->c146->c189->s93->s18->s65->s45->s86->s60->s7->c161->c166->s13->c184->s43->s41->c242->c129->c226->c251->c149->c239->c109->p104
3227.1000 M16$52 10000 19 107.1000 s15 p104 58 N s15->s48->c233->c229->c207->c232->s13->s42->s30->s84->s20->s71->s58->c203->c159->c202->c180->c169->c109->p104
3227.1000 M20$51 10000 21 167.1000 s19 p104 57 N s19->s38->s4->c174->s65->s93->s18->c189->c162->c190->s86->s45->c121->s73->s25->s96->c225->c210->c251->c129->c109->p104
3227.1000 M27$51 10000 40 167.1000 s26 p104 57 N s26->c124->c112->s14->c204->c243->s54->s24->s34->s10->c223->c182->c152->s35->s67->s0->s9->s59->s28->s89->c202->c159->s71->s84->s20->s30->s42->s13->c184->s43->s41->s61->c174->s7->c166->c203->s58->c180->c169->c109->p104
3227.1000 M31$52 10000 12 107.1000 s30 p104 58 N s30->s42->c203->s20->s84->s58->s71->c159->c202->c180->c169->c109->p104
3227.1000 M31$53 10000 7 47.1000 s30 p104 59 N s30->s42->s13->c208->c171->c169->c109->p104
3227.1000 M9$51 10000 33 167.1000 s8 p104 57 N s8->c166->c146->s70->s35->s67->s0->s9->s59->s28->s91->c202->c190->c189->s93->s18->s65->s45->s86->s60->s7->c121->c254->s42->s30->s84->s20->s71->s58->c180->c159->c169->c109->p104
3227.1000 M43$51 10000 16 167.1000 s42 p104 57 N s42->s13->c166->s7->s60->s86->s45->c121->s73->s25->s96->c225->c210->c251->c129->c109->p104
3227.1000 M11$52 10000 38 107.1000 s10 p104 58 N s10->s3->s34->s24->s54->c243->c204->c234->s14->s23->c244->c192->c230->s72->c247->s67->s0->s9->s59->s28->s89->c202->s71->s84->s20->s30->s42->s13->c184->s43->s41->s61->c174->c254->c121->c171->c169->c109->p104
3227.1000 M23$51 10000 25 167.1000 s22 p104 57 N s22->c162->c214->c189->s93->s18->s65->s45->s86->s60->s7->c166->s13->s42->s30->s84->s20->s71->s58->c203->c159->c202->c180->c169->c109->p104
3227.1000 M35$50 10000 44 227.1000 s34 p104 56 N s34->s10->s3->s78->s24->s54->c168->s50->c182->s51->s72->c175->s0->s9->s59->s28->s89->c180->c230->c229->s58->s84->s20->s30->s42->s13->c166->s7->s60->s86->c138->c161->s61->s41->c210->s73->s25->s40->c225->s96->c242->c252->c129->c109->p104
3232.4000 M27$53 10000 49 52.4000 s26 p100 59 N s26->c112->c131->c217->s23->s14->c126->c244->c192->s27->c172->c230->s72->s51->c223->c247->s50->c144->c243->s10->c221->s16->c164->s92->s75->c253->s63->s79->s49->c204->s77->s6->c150->c240->s83->s37->s66->s56->c211->c119->c154->c142->c209->c132->c185->c135->c160->c238->c177->p100
3237.4000 M34$53 10000 19 57.4000 s33 p101 59 N s33->c184->s57->c176->s71->s84->s20->s30->s42->s13->c254->s7->s60->s86->s45->c174->s73->s25->s40->p101
3238.2000 M48$53 10000 53 58.2000 s47 p101 59 N s47->s55->c155->c106->s2->s29->c231->c168->s44->s88->s79->s49->s63->c253->s75->s92->c164->s16->c221->s10->s3->s34->s24->s54->s78->c243->c113->c144->s50->c247->s51->s72->c182->s98->c180->s67->s35->c215->s0->s9->s59->s28->s91->c190->c189->s93->s18->s65->s45->c174->s73->s25->s40->p101
3238.2000 M48$52 10000 53 118.2000 s47 p101 58 N s47->s55->c213->s2->c106->s32->c231->c168->s44->s88->s79->s49->s63->c253->s75->s92->c164->s16->c221->s10->s3->s34->s24->s54->s78->c243->c113->c144->s50->c247->s51->s72->c182->s98->c180->s67->s35->c215->s0->s9->s59->s28->s91->c190->c189->s93->s18->s65->s45->c174->s73->s25->s40->p101
3238.2000 M3$53 10000 49 58.2000 s2 p101 59 N s2->s29->c231->c168->s44->s88->s79->s49->s63->c253->s75->s92->c164->s16->c221->s10->s3->s34->s24->s54->s78->c243->c113->c144->s50->c247->s51->s72->c182->s98->c180->s67->s35->c215->s0->s9->s59->s28->s91->c190->c189->s93->s18->s65->s45->c174->s73->s25->s40->p101
3238.3000 M22$52 10000 23 118.3000 s21 p101 58 N s21->c245->c162->c214->s8->c146->s35->s67->s0->s9->s59->s28->s91->c190->c189->s93->s18->s65->s45->c174->s73->s25->s40->p101
3240.0000 M9$54 10000 20 0.0000 s8 p101 60 N s8->c146->s70->s35->s67->s0->s9->s59->s28->s89->c190->c189->s93->s18->s65->s45->c174->s73->s25->s40->p101
3240.0000 M46$54 10000 5 0.0000 s45 p101 60 N s45->c174->s73->s25->s40->p101
3242.7000 M30$53 10000 43 62.7000 s29 p103 58 N s29->c231->c168->s44->s88->s79->s49->s63->c253->s75->s92->c164->c246->c214->s74->c128->c250->c108->c122->c193->c235->c115->c120->c236->c241->s56->s83->s37->s66->c154->c211->c119->c209->c132->c165->c142->c177->c188->c160->c135->c195->c139->c194->p103
3242.7000 M46$52 10000 67 122.7000 s45 p103 57 N s45->s86->s60->s7->c166->s13->s42->s30->s84->s20->s71->s58->c203->c159->c202->s89->s28->s59->s0->s9->s67->s35->c152->c247->s72->c230->c244->s23->s14->c112->c234->c215->c113->c243->s54->s24->s34->s10->c253->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c173->c132->c209->c115->c128->c236->c120->c116->c241->c238->c119->c142->c160->c135->c228->c195->c139->c194->p103
3242.7000 M49$52 10000 68 122.7000 s48 p103 57 N s48->s15->c233->c229->c207->c232->s13->s42->s30->s84->s20->s71->s58->c203->c159->c202->s89->s28->s59->s0->s9->s67->s35->c152->c247->s72->c230->c244->s23->s14->c112->c234->c215->c113->c243->s54->s24->s34->s10->c253->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c173->c132->c209->c115->c128->c236->c120->c116->c241->c238->c119->c142->c160->c135->c228->c195->c139->c194->p103
3242.7000 M5$52 10000 72 122.7000 s4 p103 57 N s4->c189->s93->s18->s65->s45->s86->s60->s7->c166->s13->s42->s30->s84->s20->s71->s58->c203->c159->c202->s89->s28->s59->s0->s9->s67->s35->c152->c247->s72->c230->c244->s23->s14->c112->c234->c215->c113->c243->s54->s24->s34->s10->c253->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c173->c132->c209->c115->c128->c236->c120->c116->c241->c238->c119->c142->c160->c135->c228->c195->c139->c194->p103
3242.7000 M5$53 10000 52 62.7000 s4 p103 58 N s4->c220->s65->s93->s18->c189->c190->c202->s89->s28->s59->s0->s9->s67->c223->s72->s51->c182->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c119->c188->c165->c132->c163->c114->p100->c185->c228->c195->c139->c194->p103
3242.7000 M21$52 10000 61 122.7000 s20 p103 57 N s20->s84->s30->s42->c203->s58->s71->c159->c202->s89->s28->s59->s0->s9->s67->s35->c152->c247->s72->c230->c244->s23->s14->c112->c234->c215->c113->c243->s54->s24->s34->s10->c253->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c173->c132->c209->c115->c128->c236->c120->c116->c241->c238->c119->c142->c160->c135->c228->c195->c139->c194->p103
3242.7000 M33$53 10000 43 62.7000 s32 p103 58 N s32->c231->c168->s44->s88->s79->s49->s63->c253->s75->s92->c164->c246->c214->s74->c128->c250->c108->c122->c193->c235->c115->c120->c236->c241->s56->s83->s37->s66->c154->c211->c119->c209->c132->c165->c142->c177->c188->c160->c135->c195->c139->c194->p103
3242.7000 M33$52 10000 44 122.7000 s32 p103 57 N s32->c106->c231->c168->s44->s88->s79->s49->s63->c253->s75->s92->c164->c246->c214->s74->c128->c250->c108->c122->c193->c235->c115->c120->c236->c241->s56->s83->s37->s66->c154->c211->c119->c209->c132->c165->c142->c177->c188->c160->c135->c195->c139->c194->p103
3242.7000 M28$52 10000 44 122.7000 s27 p103 57 N s27->c172->c217->s23->s14->c112->c234->c131->c126->c113->c243->s54->s24->s34->s10->c253->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c173->c132->c209->c115->c128->c236->c120->c116->c241->c238->c119->c142->c160->c135->c228->c195->c139->c194->p103
3242.7000 M12$52 10000 48 122.7000 s11 p103 57 N s11->s46->s29->s2->c106->s32->c231->c168->s44->s88->s79->s49->s63->c253->s75->s92->c164->c246->c214->s74->c128->c250->c108->c122->c193->c235->c115->c120->c236->c241->s56->s83->s37->s66->c154->c211->c119->c209->c132->c165->c142->c177->c188->c160->c135->c195->c139->c194->p103
3242.7000 M27$52 10000 57 122.7000 s26 p103 57 N s26->c112->c141->c131->c217->s23->s14->c215->c126->c192->c244->c230->s72->s51->c247->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c119->c188->c165->c142->c238->c241->c116->c120->c115->c209->c173->c132->c163->c114->p100->c185->c228->c195->c139->c194->p103
3242.7000 M18$52 10000 80 122.7000 s17 p103 57 N s17->c138->c198->c125->c206->c219->c129->c226->c242->c210->s96->s25->s73->c225->c176->s86->s45->s65->s93->s18->c189->c190->c202->s89->s28->s59->s0->s9->s67->s35->s70->c146->c166->s98->c182->c223->s51->c247->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c119->c188->c165->c142->c238->c241->c116->c120->c115->c209->c173->c132->c163->c114->p100->c185->c228->c195->c139->c194->p103
3242.7000 M43$52 10000 61 122.7000 s42 p103 57 N s42->s30->s84->s20->s71->s58->c203->c159->c202->s89->s28->s59->s0->s9->s67->s35->c152->c247->s72->c230->c244->s23->s14->c112->c234->c215->c113->c243->s54->s24->s34->s10->c253->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c173->c132->c209->c115->c128->c236->c120->c116->c241->c238->c119->c142->c160->c135->c228->c195->c139->c194->p103
3242.7000 M26$53 10000 58 62.7000 s25 p103 58 N s25->s73->c203->s45->s86->s60->s7->c121->c254->s42->s30->s84->s20->s71->c145->s28->s59->s0->s9->s67->c223->s72->s51->c182->s50->c243->s54->s24->s34->s10->c221->s16->c253->s92->s75->c164->c187->s6->s77->c150->c240->s83->s37->s66->s56->c211->c119->c188->c165->c132->c163->c114->p100->c185->c228->c195->c139->c194->p103
3254.2000 M24$54 10000 32 14.2000 s23 p101 59 N s23->s14->c126->c244->c192->c172->c230->s67->s0->s9->s59->s28->s89->c121->c166->c159->c190->c229->c145->s20->s84->s30->s42->c254->s7->s60->s86->s45->c140->s73->s25->s40->p101
3254.2000 M11$54 10000 38 14.2000 s10 p101 59 N s10->s3->s34->s24->s54->s78->c144->s50->c247->c223->s51->s72->c230->s67->s0->s9->s59->s28->s89->c121->c166->c159->c190->c229->c145->s20->s84->s30->s42->c254->s7->s60->s86->s45->c140->s73->s25->s40->p101
3258.2000 M10$54 10000 27 18.2000 s9 p100 59 N s9->s0->s59->s28->s91->c175->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->p100
3258.2000 M1$54 10000 27 18.2000 s0 p100 59 N s0->s9->s59->s28->s91->c175->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->p100
3258.2000 M29$54 10000 25 18.2000 s28 p100 59 N s28->s59->s0->s9->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->p100
3258.2000 M21$54 10000 40 18.2000 s20 p100 59 N s20->s84->s30->s42->s13->c254->s7->s60->s86->s45->s65->s93->c189->c190->s89->s28->s59->s0->s9->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->p100
3258.2000 M44$54 10000 38 18.2000 s43 p100 59 N s43->s41->s61->c254->s7->s60->s86->s45->s65->s93->c189->c190->s89->s28->s59->s0->s9->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->p100
3258.2000 M43$54 10000 37 18.2000 s42 p100 59 N s42->s13->c254->s7->s60->s86->s45->s65->s93->c189->c190->s89->s28->s59->s0->s9->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->p100
3258.2000 M17$54 10000 41 18.2000 s16 p100 59 N s16->c221->c164->s92->s75->c253->s63->s79->s49->s76->c147->s1->c240->c214->c241->s56->s83->s37->s66->c119->c177->c238->c142->c116->c236->c120->c115->c128->c250->c108->c122->c193->c165->c197->c173->c132->c185->c135->c160->c211->c150->p100
3258.2000 M32$54 10000 41 18.2000 s31 p100 59 N s31->s52->s95->c110->s44->s88->s79->s49->s63->s76->c147->s1->c240->c214->c241->s56->s83->s37->s66->c119->c177->c238->c142->c116->c236->c120->c115->c128->c250->c108->c122->c193->c165->c197->c173->c132->c185->c135->c160->c211->c150->p100
3262.7000 M42$54 10000 47 22.7000 s41 p103 59 N s41->s43->s61->c254->s7->s60->s86->s45->s65->s93->c189->c190->s89->s28->s59->s0->s9->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->s66->s37->s83->s56->c119->c241->c214->c154->c194->p103
3262.7000 M8$54 10000 43 22.7000 s7 p103 59 N s7->s60->s86->s45->s65->s93->c189->c190->s89->s28->s59->s0->s9->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->s66->s37->s83->s56->c119->c241->c214->c154->c194->p103
3262.7000 M25$54 10000 50 22.7000 s24 p103 59 N s24->s34->s10->c221->s16->c164->s92->s75->c253->s63->s79->s49->s76->c147->s1->c240->c214->c241->s56->s83->s37->s66->c119->c177->c238->c142->c116->c236->c120->c115->c128->c250->c108->c122->c193->c165->c197->c173->c132->c185->c135->c191->c195->c139->c123->c148->c136->c228->c154->c194->p103
3262.7000 M20$54 10000 43 22.7000 s19 p103 59 N s19->s38->s4->c220->s65->s93->c189->c190->s89->s28->s59->s0->s9->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->s66->s37->s83->s56->c119->c241->c214->c154->c194->p103
3262.7000 M39$54 10000 42 22.7000 s38 p103 59 N s38->s4->c220->s65->s93->c189->c190->s89->s28->s59->s0->s9->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->s66->s37->s83->s56->c119->c241->c214->c154->c194->p103
3262.7000 M31$54 10000 47 22.7000 s30 p103 59 N s30->s42->s13->c254->s7->s60->s86->s45->s65->s93->c189->c190->s89->s28->s59->s0->s9->s67->s35->s70->c202->c146->c249->c108->c122->c250->c128->c193->c165->c197->c173->c132->c209->c211->c160->c135->c185->c150->s66->s37->s83->s56->c119->c241->c214->c154->c194->p103
3262.7000 M2$54 10000 36 22.7000 s1 p103 59 N s1->c240->c214->c241->s56->s83->s37->s66->c119->c177->c238->c142->c116->c236->c120->c115->c128->c250->c108->c122->c193->c165->c197->c173->c132->c185->c135->c191->c195->c139->c123->c148->c136->c228->c154->c194->p103
3276.0000 M30$52 10000 73 156.0000 s29 p104 57 N s29->s2->c106->s32->c231->c168->s44->s88->s79->s49->s63->c253->s75->s92->c164->s16->c221->s10->s3->s34->s24->s54->s78->c243->c113->c144->s50->c247->s51->s72->c182->s98->c180->s67->s35->c215->s0->s9->s59->s28->s91->c190->c189->s93->s18->s65->s45->s86->s60->s7->c254->s42->s30->s84->s20->s71->s58->c145->c176->s57->c121->c208->s81->s90->c157->c111->c152->s15->s48->c233->c207->c149->c109->p104
3276.0000 M49$54 10000 7 36.0000 s48 p104 59 N s48->s15->c152->c233->c207->c149->c109->p104
3276.0000 M50$53 10000 52 96.0000 s49 p104 58 N s49->s79->s63->c164->c187->c144->s16->c221->s10->s3->s34->s24->s54->s78->c113->c243->s50->c182->s51->s72->c223->s67->s35->c215->s0->s9->s59->s28->s89->c190->s84->s20->s30->s42->s13->c254->s7->c161->c184->s58->s71->c176->c180->s90->c157->c229->s48->s15->c152->c207->c149->c109->p104
3276.0000 M41$54 10000 30 36.0000 s40 p104 59 N s40->s25->s73->c174->s45->s86->s60->s7->c254->s42->s30->s84->s20->s71->s58->c145->c176->s57->c121->c208->s90->c157->c111->c152->s15->s48->c233->c207->c149->c109->p104
